transporte_id,tipo_transporte,capacidade,velocidade_media,lotacao_media,rota,data,n_passageiros,variacao_trafego,variacao_acidentes
274,VLT,400,36.08,0.88,Vila Mariana - Rua Domingos de Morais,2024-06-15,350,Baixo,0
275,Trem,1200,45.22,0.6,Moema - Rua Jurucê,2024-09-11,724,Médio,0
276,Metrô,1500,63.6,0.75,Tatuapé - Rua Emília Marengo,2024-08-16,1123,Médio,0
277,Ônibus,80,21.14,0.71,Vila Mariana - Av. Lins de Vasconcelos,2024-02-22,57,Baixo,0
278,VLT,400,24.75,0.66,Itaim Bibi - Av. Juscelino Kubitschek,2024-06-23,265,Baixo,0
279,BRT,200,30.02,0.49,Santana - Rua Voluntários da Pátria,2024-04-14,97,Baixo,0
280,Ônibus,80,34.01,0.65,Sé - Rua Direita,2024-05-18,52,Baixo,0
281,VLT,400,24.83,0.65,Sé - Rua Direita,2024-04-15,259,Médio,0
282,Ônibus,80,18.27,0.76,Vila Mariana - Av. Lins de Vasconcelos,2024-09-08,60,Baixo,0
283,BRT,200,31.0,0.76,Vila Mariana - Rua Vergueiro,2024-06-13,152,Baixo,0
284,Ônibus,80,32.95,0.72,Tatuapé - Rua Emília Marengo,2024-03-15,57,Médio,0
285,Ônibus,80,31.68,0.53,Sé - Rua Direita,2024-06-04,42,Médio,0
286,Metrô,1500,72.88,1.04,Tatuapé - Rua Emília Marengo,2024-03-09,1560,Alto,0
287,VLT,400,32.56,0.62,Pinheiros - Av. Brigadeiro Faria Lima,2024-09-25,247,Alto,0
288,Ônibus,80,23.09,1.05,Moema - Rua Jurucê,2024-06-30,84,Alto,2
289,Ônibus,80,26.14,0.5,Tatuapé - Rua Coelho Lisboa,2024-08-04,39,Baixo,2
290,Metrô,1500,68.01,0.59,Moema - Av. Ibirapuera,2024-07-01,884,Baixo,0
291,BRT,200,33.65,0.38,Tatuapé - Rua Tuiuti,2024-08-26,75,Baixo,0
292,VLT,400,31.08,0.59,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-22,237,Médio,0
293,Trem,1200,45.32,0.88,Lapa - Rua Guaicurus,2024-09-23,1059,Médio,0
294,VLT,400,22.55,0.5,Santana - Rua Voluntários da Pátria,2024-06-16,201,Alto,1
295,VLT,400,30.36,0.54,Pinheiros - Rua dos Pinheiros,2024-04-27,217,Alto,0
296,VLT,400,25.41,0.53,Itaim Bibi - Av. Juscelino Kubitschek,2024-06-28,212,Alto,0
297,VLT,400,33.05,0.67,Tatuapé - Rua Emília Marengo,2024-03-27,266,Baixo,0
298,Ônibus,80,30.81,0.66,Moema - Av. Ibirapuera,2024-10-04,53,Baixo,0
299,Ônibus,80,32.54,0.66,Pinheiros - Av. Brigadeiro Faria Lima,2024-07-06,53,Baixo,0
300,BRT,200,34.81,0.64,Moema - Rua Jurucê,2024-02-23,128,Médio,0
301,BRT,200,40.44,0.53,Moema - Av. Ibirapuera,2024-03-05,105,Baixo,0
302,Metrô,1500,74.96,0.49,Lapa - Rua Guaicurus,2024-07-15,733,Baixo,1
303,Ônibus,80,23.75,0.85,Vila Mariana - Rua Vergueiro,2024-03-14,67,Médio,1
304,Trem,1200,63.0,0.65,Sé - Rua XV de Novembro,2024-05-15,778,Baixo,0
305,BRT,200,37.04,0.36,Vila Mariana - Rua Domingos de Morais,2024-09-06,72,Médio,0
306,BRT,200,37.33,0.48,Lapa - Rua Guaicurus,2024-04-14,96,Médio,0
307,VLT,400,24.28,0.67,Tatuapé - Rua Tuiuti,2024-07-08,267,Baixo,0
308,Metrô,1500,64.58,0.78,Santana - Rua Alfredo Pujol,2024-07-31,1172,Baixo,0
309,BRT,200,36.18,0.65,Moema - Av. dos Eucaliptos,2024-06-30,130,Médio,0
310,Ônibus,80,23.12,0.78,Sé - Rua Direita,2024-08-05,62,Alto,0
311,Ônibus,80,24.24,0.69,Santana - Rua Dr. César,2024-03-11,55,Médio,0
312,VLT,400,36.62,0.54,Vila Mariana - Rua Vergueiro,2024-09-12,214,Médio,0
313,VLT,400,27.92,0.82,Santana - Rua Alfredo Pujol,2024-09-05,328,Médio,1
314,VLT,400,30.77,0.83,Itaim Bibi - Rua Joaquim Floriano,2024-05-07,330,Baixo,0
315,Metrô,1500,74.29,1.05,Lapa - Rua Doze de Outubro,2024-04-06,1580,Médio,0
316,Trem,1200,61.19,0.82,Pinheiros - Rua Teodoro Sampaio,2024-10-01,985,Médio,1
317,Trem,1200,52.98,0.64,Moema - Rua Jurucê,2024-03-18,771,Baixo,0
318,Ônibus,80,34.8,0.82,Moema - Rua Jurucê,2024-07-05,65,Médio,0
319,Ônibus,80,22.48,0.98,Pinheiros - Rua dos Pinheiros,2024-10-07,78,Baixo,0
320,Metrô,1500,55.94,0.38,Pinheiros - Rua dos Pinheiros,2024-09-13,577,Baixo,1
321,Trem,1200,52.22,0.81,Moema - Av. Ibirapuera,2024-08-16,973,Baixo,0
322,BRT,200,29.94,1.02,Vila Mariana - Rua Domingos de Morais,2024-05-05,203,Baixo,2
323,Trem,1200,69.46,0.48,Sé - Rua Boa Vista,2024-05-06,578,Baixo,0
324,BRT,200,42.86,0.82,Moema - Av. Ibirapuera,2024-03-29,163,Baixo,0
325,Metrô,1500,64.04,0.99,Vila Mariana - Rua Domingos de Morais,2024-02-06,1480,Médio,0
326,BRT,200,33.69,0.88,Vila Mariana - Rua Vergueiro,2024-09-17,175,Baixo,0
327,BRT,200,37.78,0.36,Itaim Bibi - Rua Joaquim Floriano,2024-04-06,72,Médio,0
328,Ônibus,80,23.41,0.43,Pinheiros - Rua Teodoro Sampaio,2024-05-12,34,Baixo,0
329,Metrô,1500,57.1,0.5,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-24,748,Médio,0
330,BRT,200,44.67,0.6,Moema - Rua Jurucê,2024-07-21,120,Baixo,0
331,VLT,400,22.31,0.66,Santana - Rua Voluntários da Pátria,2024-01-16,264,Baixo,0
332,Trem,1200,51.7,0.47,Sé - Rua Boa Vista,2024-08-04,568,Médio,0
333,BRT,200,29.89,0.83,Tatuapé - Rua Emília Marengo,2024-03-28,166,Alto,0
334,Ônibus,80,23.93,0.86,Tatuapé - Rua Emília Marengo,2024-04-03,68,Médio,1
335,BRT,200,38.49,0.62,Vila Mariana - Rua Vergueiro,2024-10-17,124,Alto,1
336,Ônibus,80,29.78,0.8,Moema - Rua Jurucê,2024-03-23,64,Médio,0
337,VLT,400,25.98,0.83,Sé - Rua Direita,2024-01-14,332,Baixo,0
338,Trem,1200,59.14,0.68,Sé - Rua Direita,2024-01-17,818,Baixo,0
339,Ônibus,80,34.29,0.78,Lapa - Rua Doze de Outubro,2024-01-18,62,Alto,0
340,Trem,1200,63.69,0.45,Sé - Rua Direita,2024-08-26,534,Médio,2
341,Metrô,1500,55.05,0.53,Moema - Rua Jurucê,2024-03-23,789,Baixo,0
342,BRT,200,40.09,0.61,Sé - Rua Boa Vista,2024-01-13,121,Baixo,2
343,BRT,200,41.26,0.55,Pinheiros - Rua Teodoro Sampaio,2024-09-04,110,Médio,0
344,BRT,200,29.39,0.57,Santana - Rua Alfredo Pujol,2024-09-15,113,Médio,0
345,Metrô,1500,72.98,0.77,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-17,1162,Baixo,0
346,Trem,1200,50.69,0.73,Vila Mariana - Av. Lins de Vasconcelos,2024-04-04,870,Baixo,0
347,VLT,400,25.82,0.73,Moema - Rua Jurucê,2024-02-05,290,Baixo,2
348,Trem,1200,62.42,0.62,Itaim Bibi - Av. Juscelino Kubitschek,2024-06-11,740,Baixo,0
349,BRT,200,36.06,0.9,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-06-27,179,Baixo,0
350,Metrô,1500,57.51,1.06,Lapa - Rua Pio XI,2024-04-15,1582,Baixo,0
351,Ônibus,80,33.84,0.76,Vila Mariana - Rua Vergueiro,2024-10-16,60,Baixo,0
352,BRT,200,37.89,0.86,Tatuapé - Rua Tuiuti,2024-06-18,171,Baixo,0
353,Trem,1200,48.93,0.76,Vila Mariana - Av. Lins de Vasconcelos,2024-03-23,914,Médio,0
354,Trem,1200,61.46,0.7,Santana - Rua Dr. César,2024-08-12,839,Alto,0
355,BRT,200,41.06,1.08,Pinheiros - Rua Teodoro Sampaio,2024-07-25,216,Alto,1
356,Metrô,1500,68.54,0.63,Vila Mariana - Rua Vergueiro,2024-02-01,942,Médio,0
357,VLT,400,32.76,0.82,Moema - Rua Jurucê,2024-06-20,329,Baixo,1
358,Trem,1200,47.21,1.02,Tatuapé - Rua Tuiuti,2024-01-18,1218,Baixo,0
359,VLT,400,27.35,0.79,Moema - Rua Jurucê,2024-09-23,317,Baixo,0
360,VLT,400,32.28,0.78,Sé - Rua Boa Vista,2024-09-28,313,Baixo,0
361,Trem,1200,60.67,0.84,Sé - Rua Boa Vista,2024-09-13,1005,Alto,0
362,VLT,400,33.13,0.65,Pinheiros - Rua Teodoro Sampaio,2024-07-10,259,Baixo,0
363,Metrô,1500,50.7,0.59,Tatuapé - Rua Emília Marengo,2024-07-17,881,Médio,2
364,BRT,200,32.68,0.72,Sé - Rua XV de Novembro,2024-08-24,143,Médio,1
365,Ônibus,80,28.35,0.4,Sé - Rua XV de Novembro,2024-03-06,31,Médio,0
366,Ônibus,80,24.01,0.68,Vila Mariana - Rua Domingos de Morais,2024-03-07,54,Baixo,1
367,BRT,200,37.06,0.68,Santana - Rua Voluntários da Pátria,2024-05-31,135,Alto,0
368,Ônibus,80,23.26,0.39,Itaim Bibi - Rua Joaquim Floriano,2024-08-18,31,Baixo,0
369,Metrô,1500,58.33,0.66,Moema - Rua Jurucê,2024-03-19,988,Médio,0
370,VLT,400,35.77,0.64,Tatuapé - Rua Coelho Lisboa,2024-05-06,257,Alto,0
371,Trem,1200,47.35,0.56,Santana - Rua Voluntários da Pátria,2024-08-23,670,Baixo,0
372,VLT,400,22.84,0.7,Santana - Rua Alfredo Pujol,2024-02-29,281,Alto,1
373,Metrô,1500,54.45,0.47,Tatuapé - Rua Emília Marengo,2024-08-28,701,Baixo,2
374,Ônibus,80,27.09,0.59,Tatuapé - Rua Emília Marengo,2024-04-25,47,Baixo,1
375,BRT,200,38.75,0.67,Santana - Rua Alfredo Pujol,2024-08-05,134,Alto,0
376,Ônibus,80,33.95,0.52,Moema - Rua Jurucê,2024-10-27,41,Alto,0
377,Ônibus,80,26.79,0.89,Tatuapé - Rua Emília Marengo,2024-04-10,71,Baixo,1
378,Trem,1200,58.43,0.81,Itaim Bibi - Rua Joaquim Floriano,2024-05-27,974,Médio,3
379,Metrô,1500,66.79,0.56,Santana - Rua Voluntários da Pátria,2024-02-12,836,Baixo,3
380,VLT,400,29.03,0.91,Moema - Av. Ibirapuera,2024-03-21,362,Baixo,0
381,Ônibus,80,28.07,0.65,Itaim Bibi - Rua Joaquim Floriano,2024-08-11,51,Baixo,0
382,VLT,400,32.86,0.38,Santana - Rua Voluntários da Pátria,2024-10-08,151,Alto,2
383,VLT,400,26.68,0.64,Lapa - Rua Pio XI,2024-09-19,255,Baixo,1
384,BRT,200,41.7,0.69,Vila Mariana - Rua Domingos de Morais,2024-01-23,137,Baixo,1
385,VLT,400,31.7,0.55,Sé - Rua Direita,2024-09-28,219,Médio,3
386,Ônibus,80,30.35,0.61,Sé - Rua Direita,2024-04-28,48,Alto,0
387,VLT,400,31.3,0.83,Santana - Rua Dr. César,2024-02-15,331,Baixo,0
388,Ônibus,80,26.06,0.41,Pinheiros - Rua Teodoro Sampaio,2024-02-01,32,Baixo,0
389,BRT,200,34.61,0.35,Tatuapé - Rua Tuiuti,2024-10-12,70,Baixo,0
390,Metrô,1500,61.45,0.64,Tatuapé - Rua Coelho Lisboa,2024-04-07,963,Alto,0
391,Ônibus,80,29.49,0.31,Vila Mariana - Rua Domingos de Morais,2024-04-30,24,Médio,0
392,Ônibus,80,30.55,0.71,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-26,56,Baixo,2
393,BRT,200,33.44,0.6,Santana - Rua Dr. César,2024-02-18,119,Baixo,0
394,Trem,1200,69.04,0.75,Moema - Av. dos Eucaliptos,2024-10-22,898,Médio,2
395,VLT,400,29.68,0.88,Vila Mariana - Rua Vergueiro,2024-07-16,353,Baixo,0
396,BRT,200,33.07,0.46,Sé - Rua Direita,2024-03-08,92,Médio,0
397,VLT,400,30.7,0.63,Moema - Av. dos Eucaliptos,2024-08-26,252,Alto,2
398,VLT,400,31.78,0.59,Vila Mariana - Rua Vergueiro,2024-02-29,236,Baixo,2
399,VLT,400,36.8,0.63,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-05,251,Baixo,0
400,Metrô,1500,51.69,0.97,Vila Mariana - Av. Lins de Vasconcelos,2024-02-15,1461,Médio,1
401,VLT,400,29.73,0.65,Tatuapé - Rua Tuiuti,2024-02-03,260,Baixo,0
402,VLT,400,22.52,0.48,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-05,193,Alto,0
403,VLT,400,31.75,0.74,Sé - Rua Direita,2024-06-06,297,Baixo,0
404,Metrô,1500,57.26,0.84,Moema - Av. Ibirapuera,2024-03-28,1265,Médio,0
405,Trem,1200,67.21,0.37,Moema - Av. Ibirapuera,2024-02-13,449,Baixo,1
406,VLT,400,34.87,0.81,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-03-14,323,Baixo,0
407,BRT,200,41.15,0.5,Itaim Bibi - Rua Joaquim Floriano,2024-05-31,99,Médio,0
408,VLT,400,37.26,0.49,Vila Mariana - Av. Lins de Vasconcelos,2024-02-18,194,Alto,0
409,VLT,400,30.5,0.67,Santana - Rua Alfredo Pujol,2024-04-03,266,Baixo,0
410,VLT,400,25.09,0.43,Santana - Rua Alfredo Pujol,2024-02-05,173,Baixo,0
411,Trem,1200,55.68,0.7,Pinheiros - Rua dos Pinheiros,2024-07-11,842,Médio,0
412,BRT,200,32.42,0.76,Itaim Bibi - Rua Joaquim Floriano,2024-07-11,152,Baixo,1
413,Metrô,1500,73.38,0.95,Moema - Av. Ibirapuera,2024-10-20,1430,Médio,2
414,VLT,400,30.28,0.68,Santana - Rua Alfredo Pujol,2024-10-10,271,Baixo,2
415,Trem,1200,54.47,0.51,Pinheiros - Rua Teodoro Sampaio,2024-04-16,608,Médio,0
416,Trem,1200,68.88,0.63,Moema - Av. dos Eucaliptos,2024-09-11,761,Baixo,1
417,Metrô,1500,70.43,0.48,Lapa - Rua Doze de Outubro,2024-06-30,717,Médio,1
418,Trem,1200,48.55,0.49,Tatuapé - Rua Emília Marengo,2024-04-18,585,Alto,0
419,Metrô,1500,74.44,0.81,Moema - Av. Ibirapuera,2024-03-17,1213,Baixo,0
420,Metrô,1500,64.3,1.06,Moema - Av. Ibirapuera,2024-05-05,1594,Baixo,0
421,BRT,200,30.12,0.51,Vila Mariana - Av. Lins de Vasconcelos,2024-09-25,101,Baixo,0
422,BRT,200,43.32,0.92,Sé - Rua Boa Vista,2024-06-26,183,Baixo,1
423,Trem,1200,45.19,0.38,Sé - Rua XV de Novembro,2024-02-20,458,Médio,1
424,Ônibus,80,23.17,0.63,Tatuapé - Rua Emília Marengo,2024-07-26,50,Médio,0
425,Ônibus,80,22.28,0.79,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-07-19,63,Médio,0
426,Ônibus,80,26.71,0.51,Pinheiros - Rua dos Pinheiros,2024-07-23,40,Baixo,1
427,BRT,200,35.81,0.64,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-10-17,128,Baixo,0
428,Trem,1200,55.25,0.48,Lapa - Rua Guaicurus,2024-06-02,575,Baixo,1
429,BRT,200,33.74,0.66,Lapa - Rua Doze de Outubro,2024-04-11,131,Alto,0
430,Trem,1200,63.26,0.47,Vila Mariana - Rua Vergueiro,2024-07-12,563,Baixo,0
431,Trem,1200,55.54,0.49,Lapa - Rua Guaicurus,2024-09-13,589,Alto,0
432,Ônibus,80,19.39,0.56,Tatuapé - Rua Tuiuti,2024-01-29,44,Baixo,0
433,Metrô,1500,57.18,0.84,Lapa - Rua Doze de Outubro,2024-02-19,1253,Médio,0
434,Ônibus,80,26.63,0.76,Santana - Rua Dr. César,2024-08-09,60,Baixo,1
435,BRT,200,34.41,0.84,Tatuapé - Rua Tuiuti,2024-04-25,167,Alto,1
436,VLT,400,29.4,0.47,Vila Mariana - Rua Vergueiro,2024-07-28,188,Médio,0
437,VLT,400,36.72,0.68,Lapa - Rua Pio XI,2024-04-27,273,Médio,1
438,Trem,1200,58.06,0.5,Lapa - Rua Pio XI,2024-04-09,595,Alto,2
439,Metrô,1500,74.47,0.66,Lapa - Rua Pio XI,2024-03-25,994,Baixo,0
440,Ônibus,80,22.41,0.56,Sé - Rua Direita,2024-01-25,44,Médio,1
441,Metrô,1500,65.49,0.39,Moema - Av. Ibirapuera,2024-05-06,590,Médio,0
442,Ônibus,80,30.54,0.84,Sé - Rua Direita,2024-04-13,66,Baixo,0
443,BRT,200,35.81,0.49,Sé - Rua XV de Novembro,2024-03-05,97,Baixo,0
444,Ônibus,80,21.1,0.4,Moema - Av. dos Eucaliptos,2024-10-21,31,Baixo,0
445,Ônibus,80,31.29,0.77,Moema - Av. dos Eucaliptos,2024-08-11,61,Médio,2
446,VLT,400,31.76,0.69,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-07,277,Alto,2
447,Metrô,1500,73.99,0.55,Tatuapé - Rua Emília Marengo,2024-04-22,820,Médio,0
448,Metrô,1500,73.1,0.49,Sé - Rua XV de Novembro,2024-03-01,739,Médio,0
449,Trem,1200,53.43,0.5,Vila Mariana - Av. Lins de Vasconcelos,2024-05-02,601,Baixo,0
450,VLT,400,28.71,0.4,Lapa - Rua Pio XI,2024-10-10,159,Médio,0
451,Trem,1200,51.3,0.65,Lapa - Rua Pio XI,2024-03-28,783,Baixo,0
452,BRT,200,41.84,0.49,Vila Mariana - Rua Vergueiro,2024-05-23,97,Médio,0
453,Trem,1200,65.95,0.61,Lapa - Rua Doze de Outubro,2024-10-19,732,Baixo,2
454,BRT,200,36.63,0.5,Moema - Av. Ibirapuera,2024-02-05,100,Baixo,3
455,VLT,400,29.19,0.65,Vila Mariana - Av. Lins de Vasconcelos,2024-01-21,260,Baixo,1
456,Trem,1200,63.01,0.63,Lapa - Rua Doze de Outubro,2024-09-11,752,Médio,0
457,BRT,200,43.8,0.55,Pinheiros - Rua Teodoro Sampaio,2024-02-05,110,Baixo,0
458,Trem,1200,47.38,0.75,Moema - Rua Jurucê,2024-02-17,900,Baixo,0
459,VLT,400,23.93,0.49,Lapa - Rua Guaicurus,2024-08-26,197,Baixo,0
460,Ônibus,80,26.26,0.49,Tatuapé - Rua Coelho Lisboa,2024-06-30,39,Médio,2
461,Ônibus,80,25.0,0.75,Lapa - Rua Pio XI,2024-09-28,60,Baixo,1
462,BRT,200,40.02,1.01,Sé - Rua Boa Vista,2024-09-17,201,Médio,0
463,Metrô,1500,61.56,0.41,Tatuapé - Rua Emília Marengo,2024-06-14,609,Médio,0
464,Ônibus,80,28.01,0.31,Moema - Av. Ibirapuera,2024-08-03,24,Médio,1
465,Metrô,1500,52.5,0.71,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-26,1072,Alto,1
466,VLT,400,37.07,0.63,Vila Mariana - Rua Vergueiro,2024-09-04,253,Alto,0
467,BRT,200,39.6,0.6,Moema - Av. dos Eucaliptos,2024-04-26,119,Baixo,3
468,BRT,200,28.72,0.76,Vila Mariana - Av. Lins de Vasconcelos,2024-07-23,151,Baixo,0
469,BRT,200,32.78,0.76,Lapa - Rua Doze de Outubro,2024-01-09,151,Alto,0
470,Trem,1200,50.79,0.57,Pinheiros - Av. Brigadeiro Faria Lima,2024-04-12,689,Médio,0
471,Ônibus,80,26.99,0.77,Sé - Rua Direita,2024-08-14,61,Baixo,1
472,BRT,200,33.17,0.32,Moema - Rua Jurucê,2024-06-10,63,Médio,0
473,Ônibus,80,30.76,0.26,Vila Mariana - Rua Domingos de Morais,2024-05-02,20,Alto,0
474,Trem,1200,68.35,0.72,Sé - Rua Direita,2024-10-25,859,Alto,0
475,Ônibus,80,31.99,0.52,Pinheiros - Av. Brigadeiro Faria Lima,2024-01-30,41,Baixo,0
476,VLT,400,34.92,0.78,Pinheiros - Rua Teodoro Sampaio,2024-06-01,311,Baixo,0
477,Trem,1200,58.13,0.65,Vila Mariana - Rua Vergueiro,2024-06-29,778,Médio,0
478,VLT,400,34.9,0.78,Moema - Av. dos Eucaliptos,2024-05-25,311,Médio,0
479,Ônibus,80,25.1,0.91,Vila Mariana - Av. Lins de Vasconcelos,2024-04-11,72,Baixo,0
480,VLT,400,27.7,0.55,Lapa - Rua Guaicurus,2024-01-18,218,Baixo,1
481,Ônibus,80,32.39,0.73,Lapa - Rua Pio XI,2024-05-24,58,Baixo,0
482,Trem,1200,59.38,0.54,Pinheiros - Av. Brigadeiro Faria Lima,2024-08-30,644,Baixo,1
483,Ônibus,80,31.02,0.72,Moema - Av. Ibirapuera,2024-01-29,57,Médio,0
484,VLT,400,28.0,0.9,Moema - Av. Ibirapuera,2024-01-27,361,Baixo,1
485,Ônibus,80,33.77,0.71,Moema - Av. dos Eucaliptos,2024-10-04,56,Baixo,0
486,Ônibus,80,32.16,0.69,Lapa - Rua Doze de Outubro,2024-04-07,54,Baixo,0
487,Metrô,1500,66.06,0.36,Tatuapé - Rua Coelho Lisboa,2024-08-15,542,Baixo,4
488,Ônibus,80,34.2,0.28,Vila Mariana - Av. Lins de Vasconcelos,2024-07-05,22,Alto,0
489,Trem,1200,60.57,0.67,Pinheiros - Rua dos Pinheiros,2024-05-27,803,Alto,0
490,Trem,1200,57.05,0.51,Santana - Rua Dr. César,2024-08-24,610,Baixo,0
491,BRT,200,29.88,0.51,Lapa - Rua Pio XI,2024-09-06,102,Baixo,0
492,Trem,1200,54.61,0.75,Moema - Av. dos Eucaliptos,2024-01-25,903,Baixo,0
493,Metrô,1500,58.84,0.43,Pinheiros - Rua Teodoro Sampaio,2024-07-17,643,Baixo,0
494,Trem,1200,60.95,0.38,Sé - Rua Boa Vista,2024-03-03,455,Baixo,0
495,BRT,200,30.31,0.52,Sé - Rua Boa Vista,2024-07-13,104,Baixo,0
496,VLT,400,31.4,0.91,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-09-10,364,Baixo,0
497,Metrô,1500,63.06,0.64,Sé - Rua Direita,2024-06-10,956,Alto,0
498,BRT,200,36.23,0.62,Moema - Rua Jurucê,2024-07-14,123,Médio,0
499,Metrô,1500,59.14,0.94,Itaim Bibi - Av. Brigadeiro Luís Antônio,2024-04-04,1409,Médio,3
500,BRT,200,36.92,1.05,Sé - Rua Boa Vista,2024-03-26,209,Médio,1
501,Trem,1200,55.85,0.39,Tatuapé - Rua Coelho Lisboa,2024-08-21,466,Baixo,0
502,VLT,400,27.15,0.59,Santana - Rua Alfredo Pujol,2024-01-08,234,Baixo,1
503,VLT,400,28.39,0.58,Tatuapé - Rua Emília Marengo,2024-08-21,232,Baixo,0
504,VLT,400,32.59,1.02,Santana - Rua Dr. César,2024-02-20,409,Médio,0
505,Metrô,1500,65.22,0.26,Vila Mariana - Rua Vergueiro,2024-07-23,387,Baixo,0
506,VLT,400,31.09,0.56,Lapa - Rua Doze de Outubro,2024-03-23,223,Médio,0
507,VLT,400,28.28,0.64,Vila Mariana - Av. Lins de Vasconcelos,2024-01-30,257,Médio,1
508,Metrô,1500,51.52,0.49,Lapa - Rua Doze de Outubro,2024-01-15,734,Baixo,0
509,Ônibus,80,29.49,0.5,Sé - Rua Direita,2024-04-19,40,Médio,1
510,VLT,400,35.28,0.75,Moema - Av. dos Eucaliptos,2024-03-12,299,Médio,1
511,Trem,1200,48.41,0.49,Tatuapé - Rua Emília Marengo,2024-10-02,586,Baixo,0
512,BRT,200,42.68,0.81,Lapa - Rua Pio XI,2024-02-24,162,Baixo,1
513,VLT,400,30.91,0.85,Lapa - Rua Pio XI,2024-01-01,338,Alto,0
514,VLT,400,32.2,0.81,Tatuapé - Rua Coelho Lisboa,2024-06-12,323,Médio,0
515,VLT,400,28.83,0.77,Lapa - Rua Pio XI,2024-05-29,308,Baixo,0
516,VLT,400,31.28,0.57,Santana - Rua Alfredo Pujol,2024-05-15,229,Médio,0
517,VLT,400,22.44,0.67,Santana - Rua Dr. César,2024-02-25,266,Baixo,0
518,Metrô,1500,69.72,0.91,Sé - Rua XV de Novembro,2024-06-12,1370,Médio,1
519,BRT,200,42.58,0.54,Vila Mariana - Rua Domingos de Morais,2024-06-25,108,Baixo,0
520,BRT,200,39.76,0.91,Lapa - Rua Pio XI,2024-06-28,182,Baixo,0
521,BRT,200,36.06,0.51,Lapa - Rua Pio XI,2024-05-21,102,Baixo,1
522,Ônibus,80,23.14,0.72,Sé - Rua XV de Novembro,2024-05-28,57,Médio,0
523,Trem,1200,62.81,0.2,Pinheiros - Rua dos Pinheiros,2024-09-12,240,Médio,0
524,VLT,400,26.97,0.68,Lapa - Rua Doze de Outubro,2024-07-14,273,Médio,1
525,VLT,400,22.88,0.77,Moema - Av. Ibirapuera,2024-09-14,308,Baixo,1
526,Ônibus,80,26.58,0.79,Sé - Rua XV de Novembro,2024-10-27,63,Baixo,0
527,Trem,1200,63.84,0.42,Moema - Rua Jurucê,2024-08-05,500,Baixo,0
528,Ônibus,80,21.94,0.54,Tatuapé - Rua Tuiuti,2024-06-18,43,Alto,0
529,Trem,1200,68.26,0.98,Tatuapé - Rua Coelho Lisboa,2024-07-04,1181,Baixo,2
530,Ônibus,80,28.82,0.8,Vila Mariana - Rua Vergueiro,2024-09-09,63,Baixo,0
531,VLT,400,26.99,0.92,Pinheiros - Rua dos Pinheiros,2024-10-22,368,Médio,0
532,Metrô,1500,55.91,0.45,Moema - Av. dos Eucaliptos,2024-06-13,678,Médio,0
533,Ônibus,80,28.74,0.89,Moema - Rua Jurucê,2024-10-01,71,Baixo,0
534,Metrô,1500,61.0,0.73,Pinheiros - Rua Teodoro Sampaio,2024-02-10,1101,Baixo,0
535,BRT,200,43.54,0.75,Moema - Rua Jurucê,2024-06-22,150,Baixo,0
536,Trem,1200,66.69,0.81,Pinheiros - Rua dos Pinheiros,2024-10-21,974,Baixo,0
537,VLT,400,28.7,0.44,Itaim Bibi - Rua Joaquim Floriano,2024-08-22,175,Baixo,0
538,BRT,200,42.02,0.88,Lapa - Rua Doze de Outubro,2024-10-21,176,Baixo,0
539,VLT,400,26.24,0.77,Itaim Bibi - Av. Juscelino Kubitschek,2024-08-29,306,Baixo,0
540,Trem,1200,51.42,0.97,Lapa - Rua Guaicurus,2024-06-22,1161,Médio,0
541,Ônibus,80,21.78,0.69,Pinheiros - Rua dos Pinheiros,2024-07-02,55,Baixo,0
542,Ônibus,80,30.2,0.74,Tatuapé - Rua Emília Marengo,2024-06-01,59,Médio,0
543,VLT,400,30.07,0.56,Santana - Rua Alfredo Pujol,2024-06-13,224,Baixo,0
544,Ônibus,80,34.38,0.59,Vila Mariana - Rua Domingos de Morais,2024-08-30,47,Baixo,0
545,Metrô,1500,62.75,0.52,Itaim Bibi - Rua Joaquim Floriano,2024-06-30,781,Baixo,0
546,BRT,200,32.28,0.6,Tatuapé - Rua Coelho Lisboa,2024-08-01,120,Baixo,0
547,BRT,200,43.3,0.78,Vila Mariana - Rua Vergueiro,2024-08-21,155,Baixo,1
548,VLT,400,26.77,0.41,Lapa - Rua Doze de Outubro,2024-07-24,164,Médio,0
549,Metrô,1500,53.53,0.54,Santana - Rua Voluntários da Pátria,2024-10-27,815,Médio,1
550,Ônibus,80,34.61,0.62,Sé - Rua Direita,2024-06-17,49,Baixo,0
551,VLT,400,34.01,0.52,Sé - Rua XV de Novembro,2024-08-25,207,Alto,0
552,Ônibus,80,28.07,0.4,Sé - Rua Direita,2024-05-01,31,Baixo,0
